,date,open,close,high,low,volume,code
124,2020-07-10,1689.0,1713.85,1736.6,1688.94,37100.0,600519
125,2020-07-13,1714.68,1781.99,1787.0,1714.68,60727.0,600519
126,2020-07-14,1781.99,1762.0,1782.03,1748.4,46094.0,600519
127,2020-07-15,1744.88,1752.53,1782.6,1744.71,40713.0,600519
128,2020-07-16,1729.91,1614.0,1729.91,1600.0,102242.0,600519
129,2020-07-17,1620.0,1648.05,1672.59,1620.0,65902.0,600519
130,2020-07-20,1652.5,1636.96,1663.99,1588.88,45280.0,600519
131,2020-07-21,1646.64,1668.0,1702.8,1630.99,41970.0,600519
132,2020-07-22,1658.0,1678.08,1710.0,1658.0,39201.0,600519
133,2020-07-23,1672.0,1676.0,1691.0,1650.0,34321.0,600519
134,2020-07-24,1654.85,1595.3,1666.0,1585.0,78752.0,600519
135,2020-07-27,1616.01,1622.55,1629.8,1600.0,38788.0,600519
136,2020-07-28,1630.0,1670.0,1680.0,1630.0,54912.0,600519
137,2020-07-29,1690.0,1672.0,1690.0,1633.0,50748.0,600519
138,2020-07-30,1671.2,1680.0,1700.59,1670.5,38373.0,600519
139,2020-07-31,1685.0,1678.18,1705.0,1646.0,40685.0,600519
140,2020-08-03,1686.88,1668.0,1696.58,1660.0,34661.0,600519
141,2020-08-04,1675.0,1669.99,1682.99,1660.0,31941.0,600519
142,2020-08-05,1662.09,1668.0,1673.09,1643.31,25522.0,600519
143,2020-08-06,1670.0,1637.96,1674.03,1630.0,32649.0,600519
144,2020-08-07,1644.77,1631.0,1649.67,1598.5,34242.0,600519
145,2020-08-10,1627.97,1633.99,1644.96,1608.11,23624.0,600519
146,2020-08-11,1640.0,1642.51,1666.43,1640.0,35818.0,600519
147,2020-08-12,1633.0,1626.95,1641.0,1605.25,27934.0,600519
148,2020-08-13,1630.0,1635.0,1638.88,1609.0,20541.0,600519
149,2020-08-14,1639.9,1661.0,1665.7,1631.0,37653.0,600519
150,2020-08-17,1674.0,1690.0,1704.35,1670.0,43572.0,600519
151,2020-08-18,1697.38,1705.0,1720.0,1691.0,30423.0,600519
152,2020-08-19,1700.0,1687.0,1717.0,1682.99,26915.0,600519
153,2020-08-20,1674.0,1664.0,1679.0,1656.0,22382.0,600519
154,2020-08-21,1673.0,1676.0,1698.0,1671.0,25082.0,600519
155,2020-08-24,1700.0,1696.35,1708.0,1691.01,30933.0,600519
156,2020-08-25,1704.8,1727.0,1746.78,1698.63,41872.0,600519
157,2020-08-26,1734.0,1727.0,1745.0,1715.02,26216.0,600519
158,2020-08-27,1731.99,1731.0,1733.98,1705.0,22636.0,600519
159,2020-08-28,1731.0,1757.0,1764.0,1721.5,42300.0,600519
160,2020-08-31,1770.58,1786.5,1816.0,1770.58,47810.0,600519
161,2020-09-01,1792.0,1801.98,1802.0,1775.01,31640.0,600519
162,2020-09-02,1825.0,1795.0,1828.0,1770.0,32009.0,600519
163,2020-09-03,1795.0,1793.0,1812.0,1779.7,30437.0,600519
164,2020-09-04,1766.0,1770.0,1776.99,1746.0,30858.0,600519
165,2020-09-07,1760.0,1723.5,1777.99,1703.97,31112.0,600519
166,2020-09-08,1732.0,1711.4,1737.8,1677.07,34472.0,600519
167,2020-09-09,1699.67,1688.0,1711.0,1680.04,25964.0,600519
168,2020-09-10,1703.74,1705.8,1720.0,1700.0,24778.0,600519
169,2020-09-11,1688.0,1733.0,1736.0,1688.0,31088.0,600519
170,2020-09-14,1745.0,1766.0,1769.0,1730.58,31056.0,600519
171,2020-09-15,1769.99,1760.0,1769.99,1747.75,20821.0,600519
172,2020-09-16,1760.0,1725.1,1764.81,1719.0,22516.0,600519
173,2020-09-17,1700.0,1670.52,1700.0,1658.0,63680.0,600519
174,2020-09-18,1665.0,1695.0,1695.0,1635.01,47201.0,600519
175,2020-09-21,1692.76,1666.8,1692.76,1666.66,22444.0,600519
176,2020-09-22,1650.0,1665.69,1686.98,1650.0,23265.0,600519
177,2020-09-23,1635.0,1649.98,1666.01,1621.02,35726.0,600519
178,2020-09-24,1635.97,1629.32,1658.88,1626.8,30051.0,600519
179,2020-09-25,1630.0,1635.11,1650.0,1625.0,22583.0,600519
180,2020-09-28,1635.19,1661.0,1668.5,1635.19,24232.0,600519
181,2020-09-29,1669.33,1652.3,1669.4,1652.3,17431.0,600519
182,2020-09-30,1660.0,1668.5,1691.9,1660.0,27088.0,600519
183,2020-10-09,1692.0,1696.0,1706.42,1688.0,34240.0,600519
184,2020-10-12,1700.0,1750.61,1750.61,1700.0,43729.0,600519
185,2020-10-13,1750.62,1739.0,1750.62,1735.0,22944.0,600519
186,2020-10-14,1740.0,1729.0,1746.98,1726.0,20481.0,600519
187,2020-10-15,1721.13,1725.0,1735.0,1721.0,16204.0,600519
188,2020-10-16,1725.0,1712.0,1734.58,1703.0,17377.0,600519
189,2020-10-19,1725.0,1699.0,1733.98,1691.9,19226.0,600519
190,2020-10-20,1699.99,1734.0,1734.97,1695.0,27735.0,600519
191,2020-10-21,1734.1,1733.33,1742.15,1723.0,18901.0,600519
192,2020-10-22,1730.0,1742.5,1745.0,1715.51,22481.0,600519
193,2020-10-23,1740.78,1715.33,1747.59,1714.0,19292.0,600519
194,2020-10-26,1619.0,1643.0,1662.92,1600.0,66015.0,600519
195,2020-10-27,1643.0,1625.0,1644.0,1616.12,43944.0,600519
196,2020-10-28,1626.0,1664.81,1677.0,1625.08,34637.0,600519
197,2020-10-29,1654.84,1676.0,1708.0,1647.0,39374.0,600519
198,2020-10-30,1678.0,1670.02,1696.0,1665.0,26055.0,600519
199,2020-11-02,1675.0,1674.01,1695.0,1672.0,21066.0,600519
200,2020-11-03,1684.99,1695.0,1705.9,1675.5,23497.0,600519
201,2020-11-04,1700.0,1699.58,1704.0,1685.0,16444.0,600519
202,2020-11-05,1717.0,1721.9,1732.48,1712.1,23524.0,600519
203,2020-11-06,1730.55,1700.62,1731.59,1690.0,23052.0,600519
204,2020-11-09,1701.38,1742.57,1750.68,1700.62,41470.0,600519
205,2020-11-10,1752.92,1745.0,1764.48,1736.0,30189.0,600519
206,2020-11-11,1745.0,1731.35,1777.5,1731.0,34851.0,600519
207,2020-11-12,1730.01,1734.79,1750.0,1722.27,23473.0,600519
208,2020-11-13,1724.0,1705.0,1728.88,1691.0,28155.0,600519
209,2020-11-16,1711.0,1730.05,1730.05,1697.26,30613.0,600519
210,2020-11-17,1740.0,1715.8,1742.35,1701.07,25224.0,600519
211,2020-11-18,1715.0,1693.65,1720.53,1683.16,35179.0,600519
212,2020-11-19,1684.5,1720.19,1725.0,1680.6,27816.0,600519
213,2020-11-20,1720.0,1719.96,1736.0,1712.65,21875.0,600519
214,2020-11-23,1771.01,1790.21,1809.9,1771.01,66637.0,600519
215,2020-11-24,1769.99,1763.5,1782.5,1751.47,32465.0,600519
216,2020-11-25,1761.5,1726.88,1768.88,1724.0,28226.0,600519
217,2020-11-26,1726.0,1734.39,1739.99,1725.18,23228.0,600519
218,2020-11-27,1732.66,1737.9,1740.03,1718.0,21569.0,600519
219,2020-11-30,1735.0,1713.91,1738.9,1713.91,31940.0,600519
220,2020-12-01,1726.0,1737.0,1738.99,1720.01,28196.0,600519
221,2020-12-02,1746.0,1738.01,1749.0,1731.0,23572.0,600519
222,2020-12-03,1738.01,1749.0,1755.66,1732.1,29506.0,600519
223,2020-12-04,1752.0,1793.11,1800.1,1752.0,62491.0,600519
224,2020-12-07,1802.7,1812.4,1840.39,1800.55,58331.0,600519
225,2020-12-08,1815.0,1850.0,1875.0,1813.0,61454.0,600519
226,2020-12-09,1865.95,1840.0,1866.0,1839.0,31152.0,600519
227,2020-12-10,1840.0,1832.9,1849.77,1828.0,32654.0,600519
228,2020-12-11,1834.78,1820.0,1837.32,1804.81,30776.0,600519
229,2020-12-14,1827.77,1829.0,1829.98,1815.0,33052.0,600519
230,2020-12-15,1833.5,1816.01,1837.22,1805.0,29605.0,600519
231,2020-12-16,1830.5,1840.0,1845.67,1820.21,32150.0,600519
232,2020-12-17,1845.5,1865.51,1868.0,1840.0,36031.0,600519
233,2020-12-18,1851.81,1845.0,1869.01,1841.08,27077.0,600519
234,2020-12-21,1840.0,1842.5,1851.23,1837.6,30697.0,600519
235,2020-12-22,1849.97,1881.0,1898.99,1842.51,40651.0,600519
236,2020-12-23,1897.99,1841.65,1906.2,1821.02,47706.0,600519
237,2020-12-24,1818.0,1830.34,1858.88,1795.02,37857.0,600519
238,2020-12-25,1802.99,1830.0,1847.0,1800.0,23088.0,600519
239,2020-12-28,1826.6,1873.0,1888.8,1826.05,30080.0,600519
240,2020-12-29,1873.0,1867.0,1886.8,1855.0,22868.0,600519
241,2020-12-30,1870.0,1933.0,1933.0,1869.99,34452.0,600519
242,2020-12-31,1941.0,1998.0,1998.98,1939.0,38860.0,600519
243,2021-01-04,1999.98,1997.0,2004.99,1983.81,43514.0,600519
244,2021-01-05,1990.0,2059.45,2059.45,1982.46,52116.0,600519
245,2021-01-06,2064.8,2100.0,2125.0,2036.03,47410.0,600519
246,2021-01-07,2097.0,2140.0,2140.0,2075.0,37931.0,600519
247,2021-01-08,2142.0,2090.0,2150.88,2063.02,53862.0,600519
248,2021-01-11,2090.0,2099.73,2150.5,2058.6,51080.0,600519
249,2021-01-12,2088.0,2160.9,2160.9,2085.0,41059.0,600519
250,2021-01-13,2164.0,2164.0,2173.33,2135.0,34390.0,600519
251,2021-01-14,2156.0,2134.0,2163.0,2116.11,36152.0,600519
252,2021-01-15,2115.0,2082.0,2134.35,2029.0,59509.0,600519
253,2021-01-18,2061.06,2063.0,2091.48,2040.27,39144.0,600519
254,2021-01-19,2073.11,2009.41,2096.3,2006.85,46345.0,600519
255,2021-01-20,2008.0,2040.63,2055.49,1982.5,45082.0,600519
256,2021-01-21,2048.0,2070.0,2090.02,2041.0,38310.0,600519
257,2021-01-22,2069.0,2079.95,2100.0,2060.1,29248.0,600519
258,2021-01-25,2083.0,2175.0,2179.5,2083.0,55957.0,600519
259,2021-01-26,2185.0,2141.89,2187.0,2125.11,31747.0,600519
260,2021-01-27,2141.89,2089.0,2141.89,2085.0,37120.0,600519
261,2021-01-28,2080.0,2088.0,2109.66,2060.02,35129.0,600519
262,2021-01-29,2101.19,2116.18,2149.48,2090.22,33701.0,600519
263,2021-02-01,2130.0,2109.32,2160.0,2095.0,29341.0,600519
264,2021-02-02,2112.22,2145.0,2149.99,2102.1,34582.0,600519
265,2021-02-03,2150.0,2189.91,2198.27,2140.0,38714.0,600519
266,2021-02-04,2191.0,2320.85,2330.0,2191.0,63851.0,600519
267,2021-02-05,2325.0,2313.0,2364.6,2291.0,39729.0,600519
268,2021-02-08,2337.0,2368.8,2378.88,2313.0,35786.0,600519
269,2021-02-09,2368.8,2456.43,2456.43,2350.0,33297.0,600519
270,2021-02-10,2485.0,2601.0,2601.2,2485.0,61371.0,600519
271,2021-02-18,2587.98,2471.0,2627.88,2465.0,65912.0,600519
272,2021-02-19,2451.16,2460.0,2496.66,2381.6,59385.0,600519
273,2021-02-22,2455.0,2288.02,2455.0,2278.22,78935.0,600519
274,2021-02-23,2265.14,2307.0,2344.89,2265.0,57455.0,600519
275,2021-02-24,2307.99,2189.0,2318.0,2160.5,82116.0,600519
276,2021-02-25,2209.0,2150.0,2224.5,2121.21,59726.0,600519
277,2021-02-26,2100.0,2122.78,2179.95,2067.3,66525.0,600519
278,2021-03-01,2179.0,2158.0,2179.0,2120.0,44916.0,600519
279,2021-03-02,2180.0,2058.0,2180.0,2033.0,70765.0,600519
280,2021-03-03,2040.0,2140.0,2149.77,2033.0,54215.0,600519
281,2021-03-04,2095.0,2033.0,2096.0,2010.1,65088.0,600519
282,2021-03-05,2000.0,2060.11,2095.0,1988.0,63779.0,600519
283,2021-03-08,2074.96,1960.0,2085.0,1960.0,63100.0,600519
284,2021-03-09,1955.0,1936.99,2000.0,1900.18,82266.0,600519
285,2021-03-10,1977.0,1970.01,1999.87,1967.0,51172.0,600519
286,2021-03-11,1975.0,2048.0,2079.99,1961.48,56769.0,600519
287,2021-03-12,2070.0,2026.0,2077.0,2002.01,40323.0,600519
288,2021-03-15,2050.0,1975.45,2069.8,1951.15,62485.0,600519
289,2021-03-16,1974.93,2010.5,2019.99,1965.0,34649.0,600519
290,2021-03-17,2000.0,2030.36,2050.0,1976.01,31375.0,600519
291,2021-03-18,2035.0,2069.7,2086.36,2035.0,33865.0,600519
292,2021-03-19,2035.0,2010.0,2043.0,1992.23,35781.0,600519
293,2021-03-22,2000.1,1989.99,2026.09,1955.55,36914.0,600519
294,2021-03-23,1998.88,1996.0,2008.8,1970.0,27446.0,600519
295,2021-03-24,1981.0,1989.0,2013.0,1981.0,29357.0,600519
296,2021-03-25,1970.01,1971.0,1988.88,1946.8,31575.0,600519
297,2021-03-26,1985.0,2013.0,2022.0,1958.0,50016.0,600519
298,2021-03-29,2043.2,2034.1,2096.35,2026.15,56992.0,600519
299,2021-03-30,2040.0,2056.05,2086.0,2035.08,32627.0,600519
300,2021-03-31,2045.1,2009.0,2046.02,2000.0,37154.0,600519
301,2021-04-01,2021.0,2044.5,2046.8,2001.22,26588.0,600519
302,2021-04-02,2056.0,2162.0,2165.0,2056.0,52028.0,600519
303,2021-04-06,2161.0,2126.03,2161.98,2102.3,32742.0,600519
304,2021-04-07,2104.06,2061.0,2117.3,2050.0,40201.0,600519
305,2021-04-08,2047.03,2070.0,2079.0,2044.0,28548.0,600519
306,2021-04-09,2042.0,2020.0,2054.0,2005.01,28809.0,600519
307,2021-04-12,2011.0,2008.89,2030.0,1991.7,31943.0,600519
308,2021-04-13,2020.0,2021.0,2049.8,2009.0,28992.0,600519
309,2021-04-14,2035.0,2047.0,2048.0,2016.0,24115.0,600519
310,2021-04-15,2030.9,2015.6,2046.9,1990.0,34366.0,600519
311,2021-04-16,2025.08,2054.98,2068.0,2012.0,30294.0,600519
312,2021-04-19,2055.0,2088.0,2098.36,2033.0,31754.0,600519
313,2021-04-20,2071.1,2094.8,2129.0,2070.0,28290.0,600519
314,2021-04-21,2076.0,2080.0,2097.8,2065.1,26150.0,600519
315,2021-04-22,2089.9,2055.5,2099.0,2051.5,26850.0,600519
316,2021-04-23,2055.97,2108.94,2119.88,2052.5,33463.0,600519
317,2021-04-26,2132.0,2077.82,2135.0,2073.6,34045.0,600519
318,2021-04-27,2087.08,2094.44,2095.25,2065.09,22108.0,600519
319,2021-04-28,2010.0,2042.0,2047.5,2003.0,81343.0,600519
320,2021-04-29,2047.04,2026.36,2049.94,2014.0,41284.0,600519
321,2021-04-30,2026.0,2006.78,2036.0,2003.71,38401.0,600519
322,2021-05-06,2000.0,1959.0,2006.84,1953.0,53546.0,600519
323,2021-05-07,1965.0,1903.0,1967.98,1901.0,52493.0,600519
324,2021-05-10,1900.0,1879.03,1909.0,1866.01,46003.0,600519
325,2021-05-11,1876.0,1959.0,1966.0,1873.3,42494.0,600519
326,2021-05-12,1949.08,1984.0,1999.0,1949.0,32699.0,600519
327,2021-05-13,1965.75,1971.5,1985.05,1953.0,25078.0,600519
328,2021-05-14,1982.0,2009.85,2030.5,1976.0,35611.0,600519
329,2021-05-17,2025.1,2057.96,2085.2,2025.1,44524.0,600519
330,2021-05-18,2065.0,2059.31,2077.0,2045.06,17504.0,600519
331,2021-05-19,2059.0,2049.0,2074.81,2040.0,22410.0,600519
332,2021-05-20,2074.0,2058.88,2074.1,2045.36,21857.0,600519
333,2021-05-21,2055.08,2042.1,2079.88,2037.02,24248.0,600519
334,2021-05-24,2051.0,2071.29,2080.06,2031.0,32548.0,600519
335,2021-05-25,2085.0,2194.5,2200.1,2085.0,67757.0,600519
336,2021-05-26,2207.98,2220.0,2241.8,2193.08,38604.0,600519
337,2021-05-27,2211.02,2245.0,2320.0,2201.1,45373.0,600519
338,2021-05-28,2240.97,2230.0,2250.0,2205.51,25807.0,600519
339,2021-05-31,2215.5,2218.0,2218.35,2172.0,31739.0,600519
340,2021-06-01,2222.0,2240.95,2248.95,2206.0,30616.0,600519
341,2021-06-02,2250.0,2222.0,2264.0,2208.18,22863.0,600519
342,2021-06-03,2220.0,2222.22,2260.34,2210.08,23450.0,600519
343,2021-06-04,2215.0,2251.5,2288.0,2214.04,31422.0,600519
344,2021-06-07,2265.0,2271.0,2279.0,2240.01,25466.0,600519
345,2021-06-08,2260.0,2191.0,2279.99,2161.15,47314.0,600519
346,2021-06-09,2192.0,2199.5,2214.0,2160.11,25502.0,600519
347,2021-06-10,2195.0,2238.48,2251.37,2190.08,25567.0,600519
348,2021-06-11,2239.0,2178.81,2244.0,2178.81,33971.0,600519
349,2021-06-15,2195.1,2193.0,2208.88,2148.0,29361.0,600519
350,2021-06-16,2192.0,2158.0,2195.0,2148.0,27593.0,600519
351,2021-06-17,2155.65,2156.91,2188.0,2144.36,21068.0,600519
352,2021-06-18,2147.0,2090.94,2156.5,2065.0,54028.0,600519
353,2021-06-21,2085.0,2081.64,2099.69,2050.0,35488.0,600519
354,2021-06-22,2092.0,2074.97,2098.0,2053.89,33228.0,600519
355,2021-06-23,2080.0,2038.0,2083.0,2034.15,37079.0,600519
356,2021-06-24,2040.01,2068.05,2080.0,2021.0,31474.0,600519
357,2021-06-25,2049.96,2092.0,2109.0,2042.6,35875.0,600519
358,2021-06-28,2100.0,2103.01,2118.0,2073.0,27452.0,600519
359,2021-06-29,2108.0,2062.0,2115.0,2051.0,33031.0,600519
360,2021-06-30,2065.0,2056.7,2074.0,2046.3,21916.0,600519
361,2021-07-01,2059.97,2105.0,2110.0,2031.6,33701.0,600519
362,2021-07-02,2075.0,2013.0,2075.0,2011.5,46275.0,600519
363,2021-07-05,2000.0,1994.0,2019.88,1985.0,34421.0,600519
364,2021-07-06,1995.0,2012.9,2014.0,1960.01,35283.0,600519
365,2021-07-07,2010.0,2004.0,2028.88,1999.01,28122.0,600519
366,2021-07-08,2000.1,1985.0,2004.0,1968.0,35517.0,600519
367,2021-07-09,1964.52,1972.11,1985.91,1945.0,30908.0,600519
