0,1,2
226.1921481,-1,50037
-54.41096867,1,76192
-66.44706465,-1,56624
10.64870322,-1,28240
45.5885768,1,49505
-27.51508784,-1,23291
-18.31690547,1,20267
5.472367164,-1,26709
60.87963859,1,37437
7.95743065,1,40721
-12.78179127,1,52801
-19.42603552,1,26039
-7.519120758,1,30467
29.81514426,1,22337
59.31544115,-1,33447
-34.9677575,1,50164
-16.66450717,1,27515
8.750015389,1,24300
136.0079995,1,38310
186.7214619,-1,35321
-89.97867269,1,48454
-101.135265,1,40226
-7.572446551,-1,28898
128.875289,1,27386
-101.1078733,-1,44312
-7.156816438,-1,40604
93.27472964,1,21785
-57.19963493,1,19241
48.60649717,1,20402
-16.56823754,1,38834
0.604753972,1,28951
193.9808435,1,31430
-145.1305837,1,35109
78.61944179,-1,24237
5.379705061,-1,33768
-13.39058395,1,50202
54.70605244,-1,33331
-1.397092092,1,38536
39.05504024,1,34505
-7.869121221,-1,42038
-2.087459031,1,38242
118.5101171,-1,31303
-7.443136539,-1,52932
43.17656532,-1,27980
-4.88280337,-1,37728
9.343728013,-1,35092
309.3592147,-1,22427
-14.9691118,1,49628
-213.1207231,-1,56488
-16.82397623,-1,37540
-0.079142446,1,42044
73.36553431,1,37796
-10.27690313,-1,36624
-4.575029304,-1,44601
-37.49539122,1,28950
0.633537748,-1,25951
42.36808471,1,17726
-13.82207779,1,35263
-0.67556879,1,30684
-18.61746064,1,56259
-5.426880038,1,46634
92.84474589,1,46792
-35.94904511,-1,42716
22.41117709,1,21929
-48.1614748,1,31470
-6.216403561,-1,19595
52.11376191,-1,46618
-26.79366439,1,38412
22.65395486,-1,27501
4.008886105,-1,26774
1.345452789,1,31768
13.60960124,1,18681
6.657913761,1,23099
133.314456,1,16051
3.666750528,-1,41794
-3.842019567,1,35364
208.0564348,-1,36572
-93.91714197,1,39331
-66.36299116,-1,27163
19.14949555,-1,18587
14.85488191,1,25846
30.19567228,-1,23857
-1.013568112,1,23546
-8.609984508,-1,42457
-24.86987286,1,27214
5.915047916,-1,18156
18.07734433,-1,17297
-3.809294966,1,29021
-12.53956495,-1,25176
7.786857365,1,18503
-6.168974578,-1,18736
3.465771348,-1,31451
13.30603507,-1,18931
7.034445652,-1,22622
9.07780353,-1,33006
-8.679854274,1,33320
5.955008754,1,41173
-2.844361691,1,45374
15.11682721,-1,34341
-3.943785503,-1,33075
-2.074996427,1,19399
37.35927647,-1,16039
-4.584756789,-1,42206
12.25290114,1,23054
-21.96402937,1,17318
-1.246858147,1,19402
48.87398974,1,16343
-2.359622122,-1,32697
-25.61530101,1,25470
77.17285487,-1,16671
1.900931508,1,25969
44.68773454,1,22436
12.7804146,1,34891
74.51088926,-1,31006
-59.63394173,1,33406
3.066432192,1,19646
105.6755447,-1,27858
-64.28545195,1,29909
-8.910532657,1,20977
259.3717823,-1,19178
16.70431779,-1,40658
58.78422152,-1,31534
-20.84543288,-1,23771
15.08225558,1,31274
751.4691339,1,25076
-56.88616017,-1,115434
271.98643,-1,84383
-243.956573,1,81007
-55.61579032,1,51875
4.373020132,1,43435
-2.663705894,1,34249
132.0530197,-1,48188
-38.18123835,1,48513
-40.40202231,-1,55564
27.14410531,1,43951
-23.16005305,1,33641
110.5252497,-1,74078
-42.65532465,1,49869
93.85568183,1,46366
618.962574,-1,45036
-40.94695117,-1,60716
283.9139379,-1,123861
-79.08235538,-1,88305
241.2817205,-1,96016
17.53385296,-1,128498
-10.68647498,-1,109599
225.4567334,1,76541
-94.09633727,-1,63548
-90.726748,-1,70291
-26.16664949,-1,46763
-1.737818133,1,38019
91.02225012,-1,47192
-41.93198485,-1,54267
40.59510591,-1,47465
24.61905659,1,58174
29.68980202,1,51032
32.93317152,1,45503
-16.9004134,1,72849
-5.747328081,-1,47889
-14.95382307,-1,48502
4.29232313,1,31967
49.59312037,1,32255
-11.47845657,1,39162
113.0353064,-1,44072
-111.4214498,1,63601
0.643648667,1,46680
82.37177951,-1,28317
-36.57689646,-1,36214
48.81505833,1,31867
485.7077675,-1,37722
-7.413881689,1,124141
71.03705076,1,76038
57.45111545,1,49612
143.4636262,1,52019
0.030889252,1,72205
193.3448598,1,39989
283.6675742,1,52204
-249.8799618,-1,64591
-67.51036255,1,47714
-7.265580935,-1,50656
313.0954532,-1,45988
-129.4443482,-1,52473
135.1108702,1,65428
-196.9042274,-1,90709
-6.818630021,1,58978
107.9882714,1,50925
-57.76769463,-1,67126
12.43202731,1,49549
41.82065865,1,43298
29.28243215,-1,50040
275.727611,1,43978
-100.3672777,1,74535
60.38261749,-1,51911
-139.5344725,-1,60402
16.56006156,-1,50582
229.3272461,-1,75420
9.472269292,-1,98995
-11.61277806,1,88168
-111.9828384,-1,88289
-6.495347614,1,83409
126.4874401,1,105578
-96.30918007,1,64179
4.499805383,1,53389
62.41992942,1,30652
18.12387475,1,50764
32.51449277,-1,38158
79.2988293,-1,43658
-13.43025507,1,42601
-52.66493215,-1,48330
-2.827185198,-1,44794
53.1039032,-1,25991
37.57484545,-1,37234
-42.49803862,1,64570
-11.23978162,1,34595
-12.03158445,-1,35349
31.56248415,-1,30171
27.09331934,1,39888
11.3511481,1,38577
86.4596784,-1,37355
9.468090051,1,56148
39.61657225,-1,35855
-49.21415463,-1,38666
13.88926192,-1,28877
40.84547134,-1,26742
-18.79185847,1,37486
20.32101354,1,52546
16.71768238,-1,46256
377.6554376,1,47548
-276.9628282,-1,113539
14.61519339,-1,79081
45.82141245,-1,36540
-9.98166477,1,32039
0.660365741,1,40235
28.55315451,1,56891
3.214606744,-1,30833
11.83150487,-1,32043
-5.994098304,-1,25723
-5.334179114,-1,30713
35.94586297,-1,27549
22.97460945,-1,32939
82.38477032,1,35172
-11.25607178,-1,62616
8.868975609,1,44207
50.41544004,1,41511
-49.18582067,1,32659
-3.834321377,-1,47282
14.27030027,-1,25252
-2.424520759,1,35047
80.55174562,1,57915
-26.48096375,-1,70259
-16.67689101,1,36326
66.3589711,1,37375
-1.999900007,-1,85591
-17.48824712,1,62497
18.90610047,1,32331
3.367385413,1,39293
91.21724736,1,39141
-12.88280775,-1,51014
-27.21694346,-1,38055
-29.72571665,1,30795
-7.507573206,-1,28517
33.36570082,1,29255
24.85977001,-1,29059
1.062390755,-1,16998
-10.95410124,1,28268
16.30332588,1,30416
88.07294359,-1,26511
-38.20267678,-1,42805
4.868447488,1,40820
4.440682683,-1,37147
-3.920406602,1,71852
215.9526532,1,36177
-73.49997902,-1,73805
325.1631542,-1,52629
-251.8104577,-1,48969
17.23186656,-1,39167
44.91086073,1,34958
182.97359,-1,36547
-124.962578,-1,55287
-6.639048455,-1,35244
10.45442113,-1,36159
162.8765454,1,31707
-70.40779978,-1,60195
-1.662335622,1,45838
-5.077645512,-1,39182
101.6587951,-1,28854
19.25470409,-1,32934
139.1207779,-1,46577
-42.77643025,1,57298
5.65684934,-1,50833
136.3012793,-1,32929
156.6204749,-1,37558
-148.7142123,1,82837
-5.941678885,1,37990
6.038532129,1,47123
32.52557833,-1,44156
21.32422997,-1,40572
41.24866604,1,29010
-72.55426727,1,24278
2.644533763,1,40170
64.30360984,-1,28907
-4.957078251,-1,32474
-23.61206584,1,27806
16.54055414,1,24521
15.32456932,-1,18078
150.4762137,1,30548
-113.4721287,-1,35969
-14.90607793,-1,41808
1.939630692,1,21743
-5.285638819,-1,23067
75.20962115,1,20913
-45.28864554,-1,42171
25.64056272,-1,20683
85.78944777,-1,25237
-0.129554141,-1,55001
89.89940201,1,47336
-56.25310816,-1,45248
-1.867055481,1,39085
-20.726382,-1,29685
-1.416067353,-1,34485
0.615622152,1,23817
2.650974728,-1,34570
148.1791573,-1,21696
-4.295446846,-1,34997
11.23811849,1,59939
101.7995838,1,46574
-81.59333618,-1,48852
-10.7694883,1,52249
-4.358169638,-1,20675
-6.86666317,1,27357
41.83472303,-1,26090
-22.8979431,1,48016
12.86305465,-1,32488
15.80401511,-1,27404
-0.103317784,1,33788
54.9509788,1,58980
-35.91399512,-1,30179
13.85136604,-1,21540
23.37640989,1,28983
-3.962230745,-1,42370
58.73595848,1,29240
-16.9279216,-1,21202
91.83268182,1,19496
-32.90804273,1,41157
1.635765286,1,47713
33.66598975,1,40900
8.562309179,1,29112
-3.832012263,-1,37858
-23.79029835,1,48221
-3.2364844,-1,27519
15.59006584,1,42617
84.69745375,-1,30639
-33.34080958,1,72287
-0.72794302,-1,40508
68.79004559,1,35089
-28.20165752,-1,82745
23.5352916,-1,40222
55.44139388,1,63098
8.723366975,-1,91581
29.99476159,1,54472
14.53568646,-1,35607
16.74968786,-1,26393
56.25123487,1,43077
0.631175247,1,52156
35.3700256,-1,76199
495.2393309,-1,73108
-274.1820371,-1,123112
-33.13740558,-1,76112
43.68147882,-1,75568
1977.21573,-1,55327
-1117.04902,1,49076
-672.4378808,1,204396
-57.94130165,1,96884
24.87287924,-1,98106
79.43417359,-1,89156
-35.10770988,1,75517
-17.44054081,1,45566
2.161835574,-1,38107
-7.352390868,-1,33763
155.9774952,1,24336
-69.33624074,-1,67824
-4.361970894,1,66429
-32.05139519,1,41766
-1.488469952,1,30833
57.26797739,-1,28938
-21.26397288,1,36179
2.713032681,-1,26943
15.19114939,-1,27107
7.585049894,-1,21213
40.70023204,-1,20126
10.69040421,1,19120
7.971225178,-1,20233
4.602207868,1,27737
-33.80806418,1,45069
126.3541537,1,49010
-52.87935219,1,83414
20.66152719,-1,31473
-13.44980894,-1,41588
-0.559613037,-1,37758
34.11460314,1,26841
-52.00539153,1,24640
11.14001826,1,16316
1.135422086,-1,19921
0.508306664,-1,40399
33.20949486,1,24554
3.553112243,-1,24895
16.02012443,-1,19222
0.085137266,-1,25715
-3.878321651,1,26940
19.95606482,-1,30640
19.26054431,-1,19109
-22.46902098,1,26592
15.78349756,1,17866
18.26929525,1,29493
79.21939487,-1,63678
-39.00312689,1,62286
5.239430477,1,30977
30.90097287,-1,37683
-19.28665659,1,34750
9.158530596,1,28838
-12.18540714,1,49892
5.938974195,-1,29043
28.54760875,1,38884
73.12634898,1,25648
-58.23324494,-1,55764
-20.55329247,1,42083
0.002619563,1,30284
34.20267719,-1,68609
68.32051414,-1,47051
-70.70487482,1,42122
3.105577276,1,33624
-2.486054259,-1,29155
49.10307758,1,28986
2.413432667,-1,36102
-13.36576804,1,30342
10.67818482,1,22699
0.403922991,1,36696
105.3216736,-1,30520
-6.587273773,1,58140
-16.36254384,1,35091
-2.139993716,-1,35677
-4.746674443,1,32258
40.36314656,-1,23237
7.211461108,-1,37745
-9.313416094,-1,29501
-8.535871847,1,37882
20.05276937,1,29850
37.69027126,-1,25908
-10.97815566,1,82622
35.50062413,1,57964
27.57044645,1,65942
-6.497532859,-1,56986
142.9161095,-1,63840
-65.89361677,-1,84585
-23.82857245,-1,44830
-4.10674661,-1,46731
5.508115746,1,60180
34.27473106,-1,52275
34.34947346,1,53057
-12.79124085,1,52510
79.00571342,-1,40561
23.19951247,1,62172
449.328408,-1,52400
-255.9907043,1,81318
-98.80538033,-1,40634
-30.33837342,1,31117
182.5834925,-1,32573
-139.5914963,-1,30517
12.41803808,1,37270
0.051319544,1,37595
160.9864765,1,42807
-19.45132492,1,57566
56.63774609,-1,90933
-55.3349636,-1,60934
-11.00370584,1,53227
-3.137067403,1,43056
372.3143905,1,55772
-235.1813939,1,66251
404.3448525,-1,47989
-213.4576679,-1,67814
7.406590117,-1,61102
66.95954363,1,48612
24.75175101,1,45522
14.73845695,-1,46423
-26.7833018,1,40761
7.212066494,-1,19598
136.1570936,1,32379
202.5916911,-1,40627
-29.80277208,-1,48852
-67.52639203,-1,45227
6.466451734,1,39801
405.2261799,1,43277
-0.759992511,-1,52572
383.4353634,-1,35943
-105.7259527,-1,135099
44.09382613,-1,100837
67.64897745,1,81882
-2.168040768,-1,91545
124.5380206,-1,79907
-6.068366961,1,46637
12.34826288,1,59983
-46.12634542,-1,63124
-7.861166824,-1,44540
106.3035517,1,49841
-25.32772512,-1,44407
294.9652171,-1,42385
52.61701644,1,32041
-1.021427539,1,58058
101.95312,1,44034
73.48010998,1,39161
39.35655,-1,74772
-138.297411,-1,65646
-12.92651538,1,40247
69.25698777,-1,35793
16.82156221,-1,34479
-13.33786186,-1,39689
57.82008743,1,34067
45.88252221,1,34786
-92.37843996,-1,55502
7.681929278,1,80106
-51.96893303,1,37747
15.32181619,-1,32917
86.60150485,1,42455
-45.19131718,1,32769
-33.17053565,1,29441
117.1200143,1,53726
-22.33434431,1,67271
783.8485352,-1,45926
-501.673897,-1,45779
-164.4392514,1,51295
861.3911746,-1,29588
-4.269901686,1,47978
428.7312707,-1,31088
-264.7454529,-1,52337
183.4165319,-1,39061
-103.3831105,1,67139
-14.96747167,-1,46216
181.1002756,-1,50032
-31.54388477,1,33613
8.672425131,-1,31723
-61.60123249,1,28166
-4.244801188,-1,30514
191.4169007,-1,28173
-84.12881904,-1,59870
27.6286494,-1,33245
67.58084083,1,25468
51.4792235,1,39252
57.70922226,-1,28014
-1.098566845,-1,28125
14.52864129,1,32483
9.42687899,1,46771
20.01792165,1,38255
82.20440795,1,26467
-60.35689816,-1,26981
35.66615256,-1,19537
38.51922973,-1,22526
17.71090826,-1,35089
51.92107707,1,39719
0.49260591,-1,36774
-49.1638316,1,43991
18.17503633,-1,26869
11.21474432,1,38808
519.424199,-1,28461
-377.8539503,1,81498
162.9554538,1,30329
-177.3990711,1,41410
34.67378561,1,27237
29.9070987,1,36086
-5.794681979,-1,32867
43.60612875,1,28602
601.1493752,1,25066
-24.19498779,-1,37590
146.6733365,1,40192
-53.51290932,-1,48497
-7.754061988,1,52164
-9.340731997,1,47009
-25.55697479,-1,29330
88.81149149,1,44890
-35.37751291,-1,28234
44.57315155,1,29485
-7.298995738,-1,33600
86.22068015,-1,32930
9.250598585,-1,26176
-19.20725395,-1,29379
606.1506689,1,26227
0.321780307,-1,81716
100.957507,-1,41211
26.71070974,1,31371
419.5442582,-1,25196
-461.9977896,1,69314
19.24634975,-1,24479
96.44520108,1,37626
300.7794411,-1,30026
-214.5254269,-1,36269
-72.75861097,1,24024
11.12016229,-1,26081
0.185057889,1,22826
123.1301372,-1,30825
5.701709603,1,31045
14.51030415,1,35788
0.755989455,1,41173
59.14533699,1,28689
733.9290532,-1,27187
-221.6745627,1,40034
-276.607381,-1,59150
90.32990445,-1,30508
2.368427277,1,28291
-15.91684618,-1,25274
41.52718905,-1,19309
23.55328839,1,23080
-1.951311393,1,26178
66.38975965,1,25998
61.41095279,-1,22485
-54.49505958,-1,27803
-2.875770869,1,21254
-1.103618881,1,25909
106.4813852,-1,22811
-53.66281252,-1,26737
23.72339806,1,22254
3.861519,1,19737
137.9960157,-1,16167
-5.577632247,1,24512
-11.0985569,1,17342
263.4198601,1,19150
-73.54865971,-1,31977
-26.96883678,1,23521
97.56081058,1,16340
12.19437956,1,18037
8.262876388,-1,20623
45.82024251,-1,15280
-10.65667235,-1,19187
220.1022601,1,47054
-93.19096637,1,38281
-23.30902257,-1,40239
83.00837618,-1,19848
-9.455183142,1,28844
141.2583086,-1,82397
95.31589283,1,30784
-5.877177056,1,27340
-188.3037463,1,35283
-0.034556845,-1,21338
79.93568901,1,39506
-36.06335642,-1,21824
-16.89109727,-1,15086
94.06207661,1,14567
-6.101148185,-1,29409
137.4385974,1,30000
-25.10720728,-1,30936
-52.20134247,-1,42616
7.17492758,-1,19640
-16.83298295,1,19552
129.1135524,-1,23563
-89.84251358,-1,25919
130.4870849,1,11823
-63.80835468,1,24305
6.827127683,1,22877
96.18688259,-1,47066
-39.70531462,-1,40760
1002.588949,-1,22588
-44.84794553,-1,148099
147.7012591,1,130318
-110.5310492,-1,63414
-80.49941116,1,47853
-2.557757726,1,25008
-10.37287608,1,37405
80.67343138,-1,35975
-23.70217894,1,38515
7.106942227,-1,35144
-7.937098715,1,26029
1.032117414,-1,23191
114.0417996,-1,23472
-6.264936259,1,35391
-26.10596384,-1,32874
20.42062323,-1,36200
244.0960978,1,53468
-179.02741,1,123442
-43.78127049,1,62624
-0.991577062,1,47418
7.406356473,-1,47171
45.89103944,1,31278
68.35797164,-1,30533
-69.08346318,-1,47917
30.14919871,-1,28125
95.79076484,1,30357
-46.03548811,-1,23287
12.90039172,1,27028
3.658873762,1,26664
24.24006791,-1,37051
148.5409861,-1,46802
-66.50202883,-1,28940
-2.188079974,-1,38650
-6.397765747,1,38385
-23.17710809,-1,43560
15.87820903,1,34498
37.20247081,1,49946
49.42998377,1,47663
11.1005305,1,50250
-17.29195795,-1,53792
147.5708051,-1,62426
-89.89842897,1,30641
26.03981592,1,43404
-30.36797405,-1,58062
11.46619061,-1,35548
5.401784355,-1,36631
75.29564482,-1,75885
44.06591732,-1,51233
79.60481603,-1,79359
304.3263763,1,73460
-14.09543437,-1,102265
128.7206941,1,60139
-68.85056536,1,48472
-19.51388753,-1,46651
-10.62614194,1,37049
-1.400000516,-1,30049
55.49845993,1,36261
107.3997509,-1,30687
-95.43535995,1,47984
27.84049149,-1,33205
-6.933395678,1,45206
51.32316169,-1,27618
4.431196518,-1,43488
-11.27608802,1,24224
-9.63138594,-1,22817
58.77612828,1,27804
22.85311138,1,15981
32.00970963,1,36800
-26.12195003,1,29332
-48.19380276,1,21728
44.44199626,-1,38246
67.43573968,1,24239
430.7635883,1,29224
-349.9699366,-1,44035
-8.522495528,1,26899
248.2652951,1,19122
-21.18835506,-1,25904
-177.1901105,-1,34662
-3.493006773,1,23444
298.6738296,1,24661
18.99041988,1,35835
-4.015586152,1,27935
135.4231154,1,29079
49.23650836,1,23671
-32.25886157,-1,19722
-28.78134654,-1,22014
19.9643271,1,18575
353.1165809,-1,26398
-256.2816729,1,34362
63.92193069,1,24787
164.0549334,-1,21183
-15.46139167,1,23052
261.325131,-1,34427
-163.0922259,-1,31561
2.296349583,1,22470
21.10911302,1,26777
1.171718763,1,26486
366.430417,-1,30444
-146.061059,-1,35480
-93.70907944,1,25960
-31.59728433,1,23557
-0.720391787,-1,18037
94.85478641,1,18347
-29.89154495,1,29300
58.40412268,-1,22612
-15.39511599,1,22701
5.555275602,-1,30712
132.0565509,1,28427
-48.80407932,1,34615
-28.14797901,1,29207
-5.646185928,1,19453
-2.227881638,-1,21010
40.56830509,1,38958
402.5729201,-1,23247
-17.51597608,1,33934
146.7496232,-1,25139
-75.99899338,1,28081
330.6192105,1,22446
-32.5091536,-1,38682
5.410160251,1,45884
301.8494519,1,35126
684.5563557,-1,51822
-759.6824062,1,66664
-113.8321176,1,53170
-8.45146015,1,35033
271.7679368,-1,37100
-172.8931408,-1,60727
17.05023333,-1,46094
1199.844277,1,40713
-0.151633477,-1,102242
224.8277594,1,65902
-42.94611792,1,45280
-94.08331841,-1,41970
69.06558271,-1,39201
10.42953635,1,34321
79.68244641,1,78752
168.4932698,1,38788
-4.441070857,1,54912
-117.4105826,-1,50748
10.38141991,-1,38373
101.7523308,1,40685
-34.2481722,-1,34661
12.56709457,-1,31941
58.85587092,-1,25522
9.3841665,1,32649
64.34476264,1,34242
6.982668341,-1,23624
11.95528526,1,35818
-13.7561308,1,27934
13.19367648,1,20541
67.91679677,1,37653
8.753372472,-1,43572
-7.050408447,-1,30423
1.251306873,1,26915
-2.398780099,1,22382
67.37681952,1,25082
96.55682807,-1,30933
-56.60195139,1,41872
-51.01136586,1,26216
-2.484415627,1,22636
449.8305645,1,42300
-287.4426159,-1,47810
-13.10166193,-1,31640
-1.964912107,-1,32009
5.988577761,-1,30437
116.7375402,-1,30858
51.78039762,-1,31112
0.712754795,1,34472
84.16665534,1,25964
-4.727433002,1,24778
157.0011682,-1,31088
-32.94798863,-1,31056
33.17346256,-1,20821
402.553819,1,22516
-0.577154979,-1,63680
139.2153906,-1,47201
23.1915838,-1,22444
73.88318982,-1,23265
-45.98184922,1,35726
-2.274242646,1,30051
84.40190672,-1,22583
-56.66330623,1,24232
-3.036737773,1,17431
6.581063293,1,27088
69.95265113,-1,34240
6.509243843,-1,43729
-27.43846647,-1,22944
2.204810569,-1,20481
-1.525430632,-1,16204
72.81374661,1,17377
16.69571878,-1,19226
-21.30080396,1,27735
8.838255152,-1,18901
108.6191371,-1,22481
619.2071087,-1,19292
-467.3669127,1,66015
-130.6439376,1,43944
-26.3477577,-1,34637
-13.43721994,1,39374
71.32535461,1,26055
-25.19333517,1,21066
15.41332249,1,23497
24.04281722,-1,16444
0.379799658,1,23524
78.89495939,1,23052
4.446277592,-1,41470
20.18839354,1,30189
13.69266322,-1,34851
3.936263948,1,23473
70.96040978,-1,28155
-6.668439147,-1,30613
18.98632758,1,25224
-3.1402109,-1,35179
-5.535233545,1,27816
258.8926921,-1,21875
-181.1574614,-1,66637
13.04071807,1,32465
-18.97802968,1,28226
-7.555047263,-1,23228
82.28278597,1,21569
-20.93748522,1,31940
-7.798103398,1,28196
-1.386348215,1,23572
18.52932836,1,29506
483.8166372,1,62491
204.3906292,-1,58331
-360.6345066,-1,61454
-119.6601147,-1,31152
1.580094828,1,32654
108.7178433,-1,30776
-48.30440793,1,33052
136.1950815,1,29605
-10.08926121,-1,32150
-11.45333332,-1,36031
57.67315696,1,27077
368.0136778,-1,30697
197.2004304,-1,40651
-101.414969,-1,47706
-16.17656612,1,37857
274.7849815,-1,23088
-180.8070978,1,30080
426.2796001,1,22868
9.095783898,-1,34452
392.5727444,1,38860
111.0964991,1,43514
132.1766248,1,52116
-202.6868916,-1,47410
11.90053031,1,37931
409.7475408,1,53862
-44.32728208,1,51080
-141.9582045,-1,41059
-27.92462043,-1,34390
-31.59858335,-1,36152
168.0462151,-1,59509
313.014807,1,39144
-246.4836339,1,46345
-130.7242682,1,45082
24.88939663,1,38310
615.5185037,-1,29248
-242.6384425,-1,55957
-24.16434891,-1,31747
28.64901712,1,37120
8.583591833,-1,35129
133.3852106,1,33701
-7.511916173,1,29341
305.2171251,1,34582
2407.439986,-1,38714
-25.28444439,1,63851
517.6462847,1,39729
263.0805171,1,35786
48.19329697,-1,33297
1732.883794,-1,61371
-35.73067074,-1,65912
2935.491969,1,59385
-2084.949715,-1,78935
1768.023469,-1,57455
-1540.119219,-1,82116
97.6736365,1,59726
184.4205828,-1,66525
1527.170952,1,44916
-1268.519517,-1,70765
1354.355669,1,54215
5.912683354,-1,65088
2195.395246,-1,63779
-936.4003845,1,63100
-661.2951524,1,82266
-218.8307788,-1,51172
145.031585,-1,56769
1153.039329,1,40323
-924.9131371,1,62485
-180.6665371,1,34649
76.35662908,-1,31375
-9.452062308,-1,33865
367.309717,1,35781
-118.677309,-1,36914
6.748656322,-1,27446
-38.55686077,1,29357
-7.547313515,1,31575
278.9186938,1,50016
40.01532797,-1,56992
167.7889755,1,32627
-297.0942665,1,37154
19.42688298,-1,26588
154.7647025,-1,52028
124.1622265,1,32742
-161.4576493,-1,40201
1.63645211,-1,28548
207.3135463,1,28809
-39.50302338,1,31943
-79.38283111,-1,28992
131.9541806,1,24115
-3.697131368,1,34366
75.81629108,1,30294
51.11000649,-1,31754
-27.47005,-1,28290
-3.567298692,1,26150
-7.196897161,-1,26850
114.5577964,1,33463
150.1403,-1,34045
436.5358989,-1,22108
-528.5723123,-1,81343
29.80451875,-1,41284
343.0316951,-1,38401
-68.28605568,-1,53546
633.7654385,1,52493
-276.5846732,1,46003
-267.562036,-1,42494
-41.56543565,1,32699
47.82941745,1,25078
222.9300512,1,35611
-148.6260228,-1,44524
5.447500746,1,17504
-16.16073847,-1,22410
-7.583423506,1,21857
131.6841645,1,24248
351.321764,1,32548
-273.6313236,1,67757
128.9210192,-1,38604
-13.50809421,-1,45373
134.5152248,1,25807
-6.836577013,-1,31739
0.880927353,1,30616
488.3238268,1,22863
64.11173161,1,23450
34.8900743,-1,31422
251.3377128,1,25466
-92.5447121,1,47314
-108.8591598,-1,25502
-24.1101894,1,25567
119.7268611,-1,33971
-1.444962413,-1,29361
-18.85793898,-1,27593
24.8946446,-1,21068
128.2781171,-1,54028
-44.99769912,-1,35488
119.5221034,1,33228
-50.6674522,1,37079
19.7260207,1,31474
66.57157186,-1,35875
7.557121942,-1,27452
-24.17603527,1,33031
-121.0739862,-1,21916
-5.892418758,-1,33701
208.3124368,1,46275
-51.71056637,-1,34421
-36.0262046,-1,35283
60.8654391,-1,28122
-11.20270311,-1,35517
143.7046262,1,30908
-67.61803798,-1,39010
63.94966997,1,29925
-33.82648142,-1,30771
-21.54288342,1,42190
92.18807853,1,35408
-17.96250116,-1,30052
64.46195556,-1,23475
60.90957211,-1,29780
